VID,Label,Start,End,Height,Width,FramesCut,AnnotatedFrames,Usage
UYom2wVDEiM,67,00:00:19,00:00:27,320,568,240,5,0
U_ZYp5nrIB0,73,00:00:01,00:00:07,320,426,180,5,0
U_sx2q0b9fo,43,00:00:41,00:00:49,320,426,241,3,0
UblExu0kYr0,35,00:00:04,00:00:06,320,426,60,2,0
UcUmGzciPfo,17,00:00:58,00:01:04,320,426,181,3,0
UcmaNL0IbsU,15,00:00:15,00:00:17,320,568,51,3,0
UgKBQ1P3t54,11,00:04:30,00:04:36,320,424,181,3,0
UkCRk-5d_08,65,00:00:33,00:00:36,320,426,90,3,0
Ukt9zA2Cb_c,41,00:00:11,00:00:15,320,426,121,3,0
UkzM0oR0Irg,63,00:00:30,00:00:36,320,568,181,3,1
Ul3rmxzDZjM,34,00:00:16,00:00:18,320,480,60,3,0
UlcQ3mxlNfs,11,00:01:43,00:01:51,320,426,241,3,0
UrXSaMk5orY,65,00:00:18,00:00:21,320,480,75,3,0
Us5HVwMcn4k,45,00:00:05,00:00:11,320,568,180,3,1
UsgzA0OB3nw,46,00:00:21,00:00:28,320,568,210,5,0
UuCjxB662JY,13,00:01:01,00:01:07,320,568,180,3,0
UunvhwxKPfE,61,00:00:24,00:00:29,320,568,120,3,0
Uv4NVREk-wY,41,00:00:00,00:00:08,320,426,56,3,0
Uvw5APBJRuU,57,00:00:19,00:00:23,320,568,100,3,0
UwB7_2hwJzw,28,00:00:04,00:00:08,320,426,120,3,0
Ux3NVQJhLqM,41,00:00:14,00:00:22,320,568,241,3,0
UxL8VXhjRHY,17,00:00:11,00:00:19,320,568,200,3,0
UzsH2DjQGB8,57,00:00:42,00:00:44,320,568,61,3,1
V-OTxbPAyyE,28,00:00:02,00:00:05,320,568,90,3,1
V-mBgo87wA0,44,00:00:30,00:00:33,320,568,91,3,0
V1ce8rpJ-HA,13,00:00:23,00:00:31,320,568,240,3,1
V2BmmY784So,41,00:01:10,00:01:18,320,426,120,3,0
V4SnqjxEz24,55,00:05:18,00:05:26,320,480,239,3,0
V4e2BJAl-bA,76,00:00:00,00:00:06,320,426,92,3,0
V6Fxclwdfxc,46,00:00:06,00:00:09,320,426,90,3,0
V7BPIGNPL-I,34,00:01:17,00:01:21,320,568,96,3,0
V8CKCFStLEI,28,00:00:00,00:00:06,320,568,181,3,0
V8W85WjayKQ,54,00:00:00,00:00:03,320,568,91,3,0
VAJpdAgWiik,67,00:01:03,00:01:06,320,480,67,3,0
VBwrgt-SQro,22,00:00:36,00:00:43,320,568,175,3,0
VCIum3JoPyc,46,00:01:05,00:01:08,320,436,90,3,0
VCV5VPV1e4c,63,00:00:19,00:00:25,320,568,180,3,0
VDhfvP_s8jw,11,00:03:22,00:03:30,320,568,240,3,1
VE7_bzFRZPA,28,00:00:00,00:00:04,320,568,121,3,1
VF7yt5XDHbE,78,00:17:39,00:17:42,320,568,75,3,0
VFZvhW3iauQ,57,00:03:08,00:03:13,320,568,150,3,0
VGsgIwmdvAQ,34,00:01:13,00:01:16,320,426,75,3,0
VINGEqMQDNM,76,00:00:41,00:00:45,320,426,60,3,0
VIgVywZeaUc,63,00:00:03,00:00:08,320,568,150,3,0
VNbTPKmKdm8,75,00:00:09,00:00:12,320,564,90,3,0
VPpyGEv7pSg,78,00:06:47,00:06:49,320,568,60,3,0
VQUnIBwqvUo,57,00:00:49,00:00:53,320,568,120,3,0
VQmYp9CbhHg,12,00:01:44,00:01:52,320,568,241,3,0
VR5CbHf9tv0,73,00:00:00,00:00:08,320,568,241,3,1
VREakMAPdxA,61,00:00:00,00:00:04,320,426,121,3,0
VRmhKnhaFUo,45,00:00:35,00:00:38,320,426,90,3,1
VUWBbepsdmY,11,00:04:36,00:04:39,320,568,90,3,0
VVsRowImPNA,26,00:00:06,00:00:10,320,564,68,3,0
VZKTqH9gB0s,77,00:00:41,00:00:49,320,568,241,3,0
Vb90fLYYRLE,15,00:01:06,00:01:10,320,568,120,3,0
VbGO8cbig_c,44,00:00:20,00:00:24,320,568,100,3,0
Vcq_63bP9hE,57,00:00:16,00:00:23,320,568,175,3,0
VhGIlwd_weo,76,00:00:05,00:00:09,320,426,65,3,0
VhhPE6-O2_I,12,00:00:00,00:00:07,320,568,211,3,1
ViFmTQv61lo,35,00:00:00,00:00:04,320,426,121,3,0
Vj2HtI6ZIgw,26,00:00:03,00:00:11,320,426,160,3,0
Vj9Qz0L2fy0,11,00:08:24,00:08:29,320,568,125,3,0
VjwrqrG-ThI,48,00:00:00,00:00:04,320,568,121,3,1
VljCExgbHM4,18,00:03:15,00:03:18,320,568,91,3,0
Vm8c0mnhIRY,48,00:00:35,00:00:38,320,568,75,3,0
VmUHMeeyko4,78,00:04:06,00:04:10,320,568,100,3,0
VmsNEYDpOZk,66,00:00:02,00:00:10,320,568,240,3,0
Vqpw6y_D5P0,18,00:00:33,00:00:36,320,568,90,3,0
Vr7dr4ywsnk,66,00:00:09,00:00:14,320,426,150,3,1
Vrac4j7C79Y,11,00:00:00,00:00:05,320,400,151,3,0
VuJVDjjf4Kc,54,00:00:30,00:00:34,320,568,101,5,0
Vv1u7IGe5jo,44,00:00:00,00:00:08,320,426,241,3,0
Vw8VCXlfnbI,56,00:01:08,00:01:11,320,426,90,3,0
Vx2aapmOVc8,12,00:00:00,00:00:05,320,568,151,3,0
Vz1NGFgmxag,21,00:00:01,00:00:09,320,568,240,3,1
Vz9p9BJWNVc,63,00:00:50,00:00:54,320,568,120,3,0
W-AvQrA1qlI,22,00:01:05,00:01:13,320,426,240,5,0
W0IsGNS5r9g,17,00:07:25,00:07:27,320,568,60,3,0
W0i97dzs_aM,45,00:00:30,00:00:33,320,568,76,3,0
W1EWN2b_JLc,11,00:03:16,00:03:21,320,568,150,3,0
W1Jj2Lb9wt8,35,00:03:35,00:03:39,320,426,120,3,0
W3GGzq1PIqs,18,00:00:14,00:00:20,320,424,181,3,0
W3jotcoVMG8,26,00:00:54,00:01:00,320,480,180,3,0
W6P_KGaMsTM,67,00:00:08,00:00:12,320,568,120,3,0
W6xfHztZkqM,63,00:00:26,00:00:30,320,568,121,3,0
W79Prod-058,54,00:00:00,00:00:03,320,426,73,3,0
W7Z6i81klQQ,66,00:00:05,00:00:08,320,568,90,3,0
W93w6aw26Ls,16,00:01:04,00:01:09,320,426,150,5,0
WAytNRuGTLw,34,00:00:00,00:00:05,320,568,121,3,1
WB9X-rZOhOA,66,00:00:13,00:00:19,320,568,179,3,0
WBOOKcnSiQ4,67,00:00:28,00:00:31,320,426,91,3,0
WBs5PyS6uko,22,00:00:06,00:00:14,320,426,240,3,0
WCWEOqwXGYk,44,00:00:00,00:00:04,320,426,101,3,0
WDgo0br6IJU,41,00:00:23,00:00:31,320,426,240,3,1
WDjb6hu6rM4,78,00:01:17,00:01:21,320,568,120,3,0
WGnQIn9zcLQ,43,00:11:06,00:11:14,320,568,240,3,0
WI6AKUXbuE4,61,00:00:18,00:00:21,320,426,75,3,0
WIOSblobi_w,26,00:00:02,00:00:05,320,426,30,3,0
WIknNePlhRE,73,00:00:04,00:00:06,320,426,60,3,0
WJySKqO2Zzo,11,00:01:37,00:01:43,320,568,180,5,0
WK_EAMso1p0,72,00:00:05,00:00:10,320,568,40,3,0
WKhEZj2s08M,16,00:00:02,00:00:06,320,426,60,3,0
WM0rb_ZSAX4,55,00:01:15,00:01:20,320,480,151,3,0
WNkk6d5mDy4,36,00:00:01,00:00:04,320,568,72,3,0
WOSMOBJQmLY,12,00:00:11,00:00:17,320,568,181,3,0
WQVmtYSaFPI,56,00:01:26,00:01:29,320,568,75,3,1
WR5Gpz-Ma64,28,00:00:09,00:00:11,320,568,60,3,0
WTrFVK82EJE,76,00:00:22,00:00:26,320,568,120,3,1
WTreV_U6Eoc,41,00:00:00,00:00:08,320,568,241,3,0
WUV81ukrsHc,44,00:01:33,00:01:35,320,568,60,5,0
WUxUf84L7Pk,15,00:00:26,00:00:32,320,568,181,3,0
WVD-0Eg3ECI,61,00:00:34,00:00:37,320,568,90,3,0
WVqa2SiWdoo,78,00:08:00,00:08:03,320,568,76,3,0
WW07-Rdwvr0,35,00:00:00,00:00:03,320,426,45,3,1
WWRQqjKcpVw,15,00:00:11,00:00:15,320,568,121,3,0
WXkPTjUBp90,55,00:01:03,00:01:11,320,426,240,3,1
WYk07KFWPZ8,61,00:00:47,00:00:50,320,568,75,3,0
WYnDJPd1Q3c,48,00:02:24,00:02:26,320,568,60,3,1
W_2eU1ykV3k,34,00:00:20,00:00:23,320,568,72,3,0
Wa0WP-2ipFA,21,00:00:04,00:00:12,320,426,240,3,0
WaA9ooU5pRQ,78,00:19:57,00:20:02,320,568,125,3,0
Wcw5TfT-VzY,78,00:15:41,00:15:45,320,568,100,3,1
WcyboSEXrUE,41,00:00:27,00:00:31,320,480,121,3,0
WdeQ5AfZXYE,54,00:00:07,00:00:10,320,426,90,3,0
WdtVrcnQMwc,63,00:00:02,00:00:07,320,426,150,3,0
We5eCXzz0gE,26,00:00:03,00:00:08,320,532,75,3,0
WeNmN5V8XGo,34,00:00:51,00:00:55,320,568,120,3,0
WnVw1DKFBvU,63,00:00:00,00:00:08,320,568,241,3,0
WpgQGdp-s5o,73,00:06:18,00:06:23,320,568,150,3,0
WqyMcw5sEOw,78,00:01:17,00:01:20,320,568,90,3,0
Ws_U64OJKLc,77,00:00:22,00:00:28,320,568,180,3,1
Wszpl-2j8Hs,44,00:00:14,00:00:18,320,568,121,3,0
WtSuVSVZk-g,28,00:00:02,00:00:06,320,568,120,3,0
Wu17qzlfFrg,22,00:00:06,00:00:14,320,426,240,3,0
WvHjP8hJBSs,26,00:00:07,00:00:11,320,426,120,5,0
Wvz0BFnWlAQ,68,00:00:00,00:00:08,320,426,120,3,0
Wwd-76uvIrM,35,00:00:10,00:00:15,320,426,150,5,0
WxeVoXc84J0,54,00:00:19,00:00:24,320,426,150,5,0
Wy3SuhEQHVg,11,00:00:17,00:00:21,320,426,100,3,0
WzRGV17wBls,22,00:00:31,00:00:36,320,568,150,3,0
X-vdnHl0x0A,18,00:00:05,00:00:11,320,568,144,3,0
X-xVyNTXmKY,78,00:01:42,00:01:47,320,568,151,3,0
X0dKBa-76jc,13,00:00:30,00:00:38,320,568,193,3,0
X36foYel8vc,17,00:03:35,00:03:38,320,568,90,3,0
X5XNH2UTH4o,35,00:00:00,00:00:08,320,568,241,3,0
X6FURuB4sjs,63,00:00:01,00:00:05,320,640,80,3,0
X6NKWhEl_V0,17,00:00:26,00:00:28,320,426,61,3,0
X6aQCGTINDI,44,00:00:09,00:00:17,320,720,240,3,0
X73GLwJF7Z8,48,00:00:58,00:01:06,320,426,200,3,0
X917JONMmwo,63,00:01:52,00:01:56,320,568,120,3,1
XAFpAy5Tqg4,45,00:00:08,00:00:10,320,390,24,3,0
XDu3ZqkjpEQ,68,00:01:15,00:01:20,320,568,126,3,0
XEH7bJyQjoQ,11,00:01:19,00:01:23,320,568,96,3,0
XE_49ooQfgI,28,00:00:03,00:00:06,320,426,90,3,0
XEckmEGPkB4,77,00:00:21,00:00:29,320,598,240,3,1
XGsqyLb65qI,43,00:00:09,00:00:17,320,426,240,3,0
XHAPfV2NCNI,45,00:00:00,00:00:03,320,426,91,3,0
XHAwU2yHmao,46,00:00:00,00:00:05,320,426,151,3,1
XHFsmsGPDVc,56,00:00:00,00:00:05,320,426,151,3,0
XIt9hcPhdxs,76,00:02:08,00:02:11,320,568,75,3,1
XJbj-tBirio,34,00:00:11,00:00:21,320,426,301,3,0
XMQtAm5hWDI,16,00:00:02,00:00:05,320,426,90,3,0
XNjkJT1Oa6o,22,00:00:10,00:00:16,320,426,180,3,0
XOLkSvbQFOg,63,00:00:01,00:00:05,320,568,120,3,0
XPOif-Kkx9s,34,00:03:49,00:03:57,320,568,240,2,0
XPlsmgMLf8E,16,00:00:42,00:00:46,320,568,96,5,0
XQ2WJo8sLEw,75,00:00:00,00:00:04,320,568,121,3,1
XVMuN3em64c,13,00:00:23,00:00:26,320,568,90,3,0
XWLh6BBJY2c,34,00:00:28,00:00:30,320,480,61,3,1
XWU-3383awE,13,00:00:40,00:00:48,320,568,240,3,0
XWq7yzJykCQ,76,00:00:00,00:00:08,320,568,193,3,0
XXc0zq84TkU,61,00:00:43,00:00:51,320,426,241,3,0
XZ9aZGtR9ro,72,00:00:23,00:00:27,320,568,120,3,0
XZVXofkLyZw,26,00:00:03,00:00:06,320,568,90,3,0
X_yJYz11yYY,48,00:00:02,00:00:07,320,568,150,5,0
XajnNDIefa8,41,00:00:04,00:00:08,320,568,120,3,0
Xak5MjMRWFA,22,00:00:00,00:00:06,320,568,181,3,1
XdJF9gJt-Ds,17,00:00:06,00:00:14,320,568,200,3,0
XeB01WsIBQ8,73,00:01:39,00:01:43,320,426,120,3,0
XeVoWqR_ods,76,00:00:00,00:00:03,320,568,91,3,0
XgOoI6MlHQc,46,00:00:14,00:00:17,320,426,48,3,0
XhPZzoNrH_M,26,00:01:32,00:01:38,320,568,180,3,0
XhzsMNkMY40,73,00:00:16,00:00:20,320,426,120,3,0
XiTgkeimS68,21,00:00:20,00:00:24,320,426,120,3,0
XiZcwJcAPKA,72,00:02:09,00:02:14,320,568,150,3,0
Xj4HQwpJRA4,55,00:00:00,00:00:08,320,426,241,3,0
Xk9FT6ktnqE,66,00:00:40,00:00:44,320,568,119,3,1
XkTNuz2D9fU,48,00:00:24,00:00:32,320,426,221,3,0
XkshgdUpH9s,65,00:00:04,00:00:09,320,568,150,3,0
XlnBNfenXTc,21,00:00:06,00:00:14,320,568,240,3,0
Xo0MEQSGW8w,54,00:01:50,00:01:53,320,568,75,3,0
XoAfXt-byRI,54,00:00:03,00:00:06,320,568,75,3,1
XoHqT4rX5Fg,73,00:00:05,00:00:11,320,426,45,3,1
XpIpHBgJUGM,17,00:00:06,00:00:14,320,426,120,3,0
XpLweH0fo7M,72,00:00:31,00:00:36,320,568,150,3,0
XsLgy84qXME,61,00:00:19,00:00:24,320,390,150,5,0
XtYECKEI9t8,66,00:00:00,00:00:04,320,426,121,3,0
XyDO1lRpYLI,76,00:00:05,00:00:09,320,568,120,3,0
XytR6MOwKHs,11,00:00:10,00:00:18,320,426,240,3,0
Xzj_DwwnWZA,56,00:01:43,00:01:48,320,568,151,3,0
Y0C_nqPdGEM,56,00:02:02,00:02:09,320,568,175,3,1
Y0Tn81v1Pt0,77,00:01:13,00:01:18,320,568,151,3,0
Y0UsgzQ52tg,67,00:00:03,00:00:05,320,426,30,3,0
Y0y_SF_9zBQ,36,00:00:08,00:00:13,320,426,150,3,0
Y46t7LPnVlA,21,00:00:03,00:00:11,320,568,200,3,0
Y6m5YnRmWO4,15,00:00:16,00:00:21,320,568,150,3,1
Y8TyYoG8oB4,72,00:00:12,00:00:17,320,568,151,3,1
Y93DbtNqc5Y,16,00:02:10,00:02:15,320,568,150,3,1
Y96I2y8fUl8,43,00:00:28,00:00:33,320,426,151,3,0
YAHsPetA0yM,44,00:00:25,00:00:29,320,568,120,3,0
YAPQck9DCkk,13,00:00:53,00:00:56,320,568,72,3,1
YAVnYNL6Px8,77,00:00:07,00:00:13,320,568,180,3,0
YBPyEYyZA8g,78,00:08:21,00:08:25,320,568,120,3,0
YFiFrILEfkc,18,00:00:25,00:00:27,320,568,48,3,0
YIEv6_HQtAc,34,00:02:06,00:02:15,320,568,270,3,0
YIHjdVteO2A,34,00:00:16,00:00:20,320,568,120,3,1
YIL8dT5HGr8,16,00:00:48,00:00:52,320,568,120,5,1
YIkiV77yKN0,35,00:01:10,00:01:15,320,568,150,3,0
YJ74d6WWLDE,11,00:02:28,00:02:33,320,568,120,3,0
YLxQLEmeUro,54,00:00:08,00:00:11,320,568,90,3,0
YLy_WduPvcE,41,00:00:03,00:00:07,320,568,120,3,0
YLzSQOyl4k0,46,00:00:47,00:00:50,320,568,90,3,0
YM6giKk2JIs,36,00:00:05,00:00:09,320,568,120,3,0
YMcgGPeBDZM,35,00:00:30,00:00:34,320,568,121,3,0
YPy8zQez4Hk,46,00:01:09,00:01:12,320,568,90,3,0
YTTZ3z86MtM,76,00:00:30,00:00:36,320,568,181,3,1
YWVZoexIAMA,28,00:00:10,00:00:16,320,568,144,3,1
YX1Ya8UA25c,56,00:00:04,00:00:09,320,426,150,3,0
YZxVkQ1ukO8,78,00:16:47,00:16:52,320,568,126,3,0
Ybfv0xhHPJ0,77,00:00:04,00:00:08,320,426,100,3,0
Yeab5p3yQIM,56,00:00:26,00:00:29,320,426,72,3,0
YggIcWYUC1s,16,00:00:20,00:00:24,320,568,120,3,0
Yh2XTAiVXJs,44,00:01:16,00:01:22,320,568,150,3,0
YiCOxtU7oo8,76,00:00:28,00:00:33,320,568,151,3,0
YigOHqXuFT0,18,00:00:05,00:00:09,320,568,120,3,0
Yij4cD0wwSg,65,00:00:00,00:00:08,320,568,241,3,0
Yj37_ARtN9k,68,00:00:05,00:00:10,320,568,150,5,0
YjSmCfbiSlc,72,00:00:05,00:00:09,320,568,80,3,0
YjrnJVO-8zE,76,00:00:02,00:00:06,320,568,120,3,0
Ypk7UDL8aYc,56,00:03:01,00:03:04,320,426,90,3,1
Yqn605iZVzA,17,00:00:16,00:00:19,320,568,90,3,0
YtQ3TlMp8yU,43,00:00:02,00:00:08,320,426,180,3,0
YtwPzyppOyY,75,00:00:17,00:00:20,320,568,90,3,0
Yv3KBpEw11w,41,00:00:43,00:00:46,320,568,91,3,1
YvUHWgFtx3Y,73,00:00:15,00:00:21,320,480,151,3,0
Yvln6qRYNPo,41,00:00:30,00:00:38,320,568,241,3,0
YwCrkTTCQ_8,78,00:01:08,00:01:14,320,568,180,5,0
YwoV9dqLW8E,13,00:01:58,00:02:06,320,568,241,3,0
YxG4w7hOsAQ,75,00:01:54,00:01:57,320,426,75,3,0
YxTnbVoSFRg,76,00:00:00,00:00:06,320,568,181,3,0
YzUGhQvat_4,26,00:02:12,00:02:18,320,426,181,5,0
YzZdQC3Vtys,65,00:00:06,00:00:10,320,568,100,3,0
Z14ivKXWD0k,76,00:00:06,00:00:10,320,426,120,3,1
Z2o-4dY2x3g,76,00:01:29,00:01:34,320,568,151,3,0
Z3JcyWmXf9Q,73,00:00:05,00:00:11,320,568,90,3,0
Z3VaBWiLwmI,56,00:00:03,00:00:06,320,426,30,3,0
Z3VkU7jkmF8,26,00:00:30,00:00:35,320,568,121,3,1
Z3mrI3Qtib0,15,00:00:09,00:00:11,320,568,60,3,1
Z41ego6wAMU,46,00:00:07,00:00:15,320,426,240,3,0
Z6SJAY_kX5Q,55,00:00:00,00:00:07,320,426,211,3,0
Z7WNqKYkagw,43,00:00:03,00:00:09,320,426,180,3,0
Z8cPkTh7Y3k,78,00:04:36,00:04:40,320,568,100,3,0
Z9B8qY5XvAA,41,00:00:00,00:00:03,320,426,76,3,0
ZA8sDkqzwUs,28,00:00:03,00:00:07,320,568,120,3,0
ZBDqZAnx55Q,63,00:00:03,00:00:06,320,426,46,3,0
ZBsZico-77E,61,00:00:06,00:00:14,320,568,240,3,0
ZFGGfucMUEc,45,00:00:30,00:00:35,320,426,151,5,0
ZFgixenRtEc,44,00:01:05,00:01:09,320,568,100,3,0
ZGrTADVlv4g,54,00:00:07,00:00:10,320,568,90,3,0
ZI9F9a45VVw,56,00:00:02,00:00:06,320,426,80,3,0
ZIwPOSENnxY,75,00:00:08,00:00:11,320,426,75,3,0
ZJLo4kKI_uw,18,00:00:00,00:00:08,320,568,241,3,0
ZLydEwpx0cc,16,00:00:57,00:01:00,320,426,91,3,0
ZMtPgxqrA3Q,21,00:00:00,00:00:06,320,426,181,3,1
ZP_7efk7u7g,15,00:00:05,00:00:07,320,568,60,1,0
ZPt502xxzTo,61,00:01:08,00:01:16,320,480,240,3,0
ZQ1iBiYjsU8,21,00:02:52,00:03:00,320,568,240,3,1
ZRH29v3qP7U,36,00:00:49,00:00:52,320,568,90,3,1
ZRpHMLwIih4,44,00:00:18,00:00:24,320,568,180,3,0
ZTOoY683VCg,67,00:00:06,00:00:14,320,568,240,3,0
ZToCdyGSduw,15,00:00:29,00:00:31,320,758,51,3,0
ZWBBn2Ow9Cs,18,00:00:24,00:00:31,320,568,210,3,0
ZWgjKwgKDRg,13,00:03:55,00:03:58,320,568,90,3,1
Z_p23R116ds,72,00:00:12,00:00:15,320,480,91,3,0
Z_zaDOvAfUY,55,00:02:28,00:02:34,320,426,181,3,1
ZcH052nY7II,44,00:00:50,00:00:56,320,568,150,3,0
ZdB1Rb1kGxE,73,00:01:30,00:01:35,320,568,121,5,0
ZdgEwZ7xYxo,16,00:00:00,00:00:03,320,426,91,3,0
ZhmnM4ur4ag,35,00:00:00,00:00:03,320,426,76,3,0
ZhqJyvNzA7Q,73,00:00:00,00:00:06,320,426,151,3,0
Zk0b_ABep0A,75,00:00:02,00:00:05,320,426,45,3,1
Zkhov9pLYBM,48,00:00:00,00:00:03,320,568,91,3,0
ZmOXCmoLlTI,12,00:01:24,00:01:31,320,568,210,3,0
Zp9pvwkC7H8,78,00:02:50,00:02:53,320,568,75,3,0
ZqFQ_8NI6rc,22,00:00:06,00:00:10,320,568,120,3,0
ZusU_rZY7ms,41,00:00:04,00:00:12,320,568,240,3,0
ZvWYno1PwiI,63,00:00:01,00:00:05,320,416,80,3,1
ZvgJ7mVxeg0,35,00:00:03,00:00:06,320,426,72,3,1
ZvwpQGmAeFo,55,00:00:03,00:00:09,320,568,180,3,0
ZwAhizK__6s,75,00:00:01,00:00:04,320,426,45,3,0
ZwCBaBsvxrE,57,00:00:06,00:00:08,320,568,48,3,0
ZxJPU-wiue4,78,00:34:00,00:34:05,320,568,150,3,0
ZxsjhocQ8WQ,12,00:00:05,00:00:09,320,568,120,3,0
Zzn0EYnVuzQ,15,00:00:30,00:00:34,320,568,121,5,0
_-XnmNIppqQ,26,00:00:06,00:00:12,320,568,180,5,0
_0djE279Srg,78,00:06:02,00:06:05,320,568,90,3,0
_1MUXIam4lA,57,00:00:22,00:00:25,320,568,90,3,0
_1UY2k5Mu3o,73,00:00:03,00:00:09,320,568,180,5,0
_4JOpIKy0rA,12,00:00:43,00:00:46,320,568,91,3,0
_4dhGTo0z84,78,00:03:12,00:03:14,320,568,61,3,0
_97vl6lo9-w,35,00:00:00,00:00:06,320,426,181,3,0
_CJ7ZCV-cSA,26,00:00:38,00:00:44,320,426,180,3,0
_CLm13C-tWU,76,00:00:02,00:00:09,320,568,210,5,0
_DIMJ2eENow,46,00:00:13,00:00:18,320,426,120,3,0
_E7Z6KeLexs,34,00:00:13,00:00:15,320,426,61,3,0
_ET-TppjuA0,57,00:00:11,00:00:17,320,568,181,3,0
_EbeCObU_jM,78,00:00:11,00:00:17,320,568,181,5,0
_GBDwk5uTRc,67,00:01:43,00:01:50,320,568,168,3,0
_GBTlc0ZZ7c,21,00:01:36,00:01:42,320,568,180,3,0
_HmK9H5C3c0,12,00:00:02,00:00:06,320,568,96,3,0
_I0h3GB5VwI,45,00:00:12,00:00:16,320,426,60,3,0
_IEDFi1vjSQ,21,00:00:20,00:00:28,320,426,240,3,0
_IY9DImVDSU,44,00:00:03,00:00:12,320,426,270,3,0
_Ih9BnYFjVA,67,00:00:19,00:00:22,320,568,90,3,0
_K7rv_vFOWM,12,00:00:38,00:00:39,320,568,24,3,0
_KIlkrVZb-g,17,00:00:43,00:00:48,320,400,125,3,0
_Lyt-IwXCSo,45,00:03:52,00:03:55,320,568,90,3,1
_N5-86FVoTA,45,00:00:02,00:00:09,320,568,210,3,0
_O6VsB_6RII,78,00:04:02,00:04:06,320,482,120,3,1
_P1Y6b1RXM0,17,00:00:06,00:00:11,320,568,150,5,0
_PbqYUB4Tv4,18,00:00:37,00:00:41,320,568,100,3,0
_QM5l330QDw,61,00:00:04,00:00:10,320,568,180,3,1
_Qtg1JGMF6U,11,00:00:03,00:00:11,320,480,240,3,1
_S_Mt0Rvgcs,18,00:00:09,00:00:15,320,568,180,3,0
_Sgtq0dC_2E,45,00:00:04,00:00:09,320,568,150,5,0
_TbpSSqZ7Eo,46,00:00:27,00:00:30,320,426,45,3,0
_UjJCWQ5BvY,54,00:00:04,00:00:07,320,568,75,3,0
_WEMtYj2pJc,65,00:00:46,00:00:52,320,568,180,5,0
_WytjbKhj58,13,00:00:45,00:00:50,320,568,151,3,1
_XIfANhA9b4,78,00:04:51,00:04:54,320,568,75,3,0
_XzGZhWHhg4,13,00:00:45,00:00:50,320,426,151,3,0
_Z7_Ug7dj_A,72,00:00:05,00:00:08,320,426,90,3,0
__KkKB4wzrY,44,00:00:02,00:00:10,320,426,240,3,0
_a2OKQV_jE8,61,00:00:19,00:00:23,320,430,80,3,1
_aJOs5B9T-Q,17,00:00:02,00:00:07,320,426,150,3,0
_caOk6lycb0,77,00:00:38,00:00:48,320,568,300,3,0
_eTxQLfIUNY,11,00:07:36,00:07:42,320,432,180,3,0
_exbaQIbJNU,54,00:00:07,00:00:10,320,426,90,3,0
_fHAFq7CtHE,65,00:00:03,00:00:07,320,426,120,3,1
_hBrf7eFC60,35,00:00:21,00:00:26,320,540,150,5,0
_hadwgFinRU,15,00:00:12,00:00:15,320,568,91,3,0
_j2ZNVbhm84,66,00:00:03,00:00:06,320,568,90,3,0
_lJEBTdEONk,15,00:00:01,00:00:04,320,426,86,3,0
_lRJuoI0r5o,26,00:00:50,00:00:54,320,426,120,3,1
_mKGq6B7B0A,66,00:00:02,00:00:05,320,426,45,3,0
_nP51kn7bnc,61,00:00:05,00:00:10,320,426,150,3,0
_p2yoGDYjvc,48,00:00:00,00:00:03,320,574,91,3,0
_pCjfKChc_4,76,00:00:00,00:00:06,320,426,181,3,0
_pGJ9AMRjn0,68,00:00:12,00:00:16,320,426,100,3,0
_qS7PaxHBAk,36,00:00:09,00:00:12,320,568,90,3,1
_rQtB4lwYBk,68,00:00:54,00:00:58,320,568,120,3,0
_smmpMME17E,13,00:00:45,00:00:50,320,568,121,3,0
_t3Ppwfq4VU,75,00:00:00,00:00:03,320,426,91,3,0
_v9WCrS-hD8,46,00:00:39,00:00:45,320,568,180,3,0
_vx1OVLX5Rc,65,00:00:11,00:00:15,320,568,96,3,0
_xN8dVKiiCI,78,00:08:04,00:08:08,320,568,100,3,0
_xO1YgfhZBo,34,00:00:17,00:00:19,320,568,60,3,1
_z667v_JmG8,36,00:00:50,00:00:56,320,568,180,5,0
_zDiMvRtHhc,57,00:01:12,00:01:20,320,568,241,3,1
a2HjLtnVDaY,78,00:00:06,00:00:11,320,426,125,5,0
a3MZo4roH3w,28,00:00:57,00:01:00,320,568,75,3,0
a3T8efzPYd8,55,00:00:11,00:00:17,320,426,120,5,0
a4TQzOsz3qY,34,00:00:28,00:00:33,320,568,151,3,0
a5l_BsMgTcU,45,00:00:00,00:00:03,320,426,91,3,1
a6r0gvnW1-E,26,00:00:00,00:00:04,320,568,121,3,0
a8gUOdY672I,41,00:00:10,00:00:13,320,568,90,3,1
aB8Qj8ZVvJw,22,00:01:35,00:01:40,320,426,150,3,0
aHQL_mFJ_Rw,22,00:00:41,00:00:44,320,568,72,3,0
aHrV6HXHyYc,41,00:00:11,00:00:19,320,568,241,3,0
aIJGINPnwzc,12,00:00:00,00:00:08,320,568,241,3,0
aInHQoGJFGw,26,00:00:43,00:00:46,320,568,91,3,0
aJ8_FDuKI5U,61,00:00:06,00:00:14,320,568,240,3,1
aKHkgKPrI78,28,00:00:06,00:00:10,320,570,101,3,0
aKMEXYjIzMc,77,00:01:02,00:01:10,320,568,240,3,1
aKf44qrlTJI,63,00:00:00,00:00:06,320,568,181,3,0
aLHU-RHfHtw,76,00:00:07,00:00:12,320,426,75,3,0
aM-FQnW2sHE,12,00:00:14,00:00:20,320,480,181,3,0
aMHCqrHTkRI,75,00:00:02,00:00:05,320,568,90,3,1
